query_label,max_peak,mean_peak,min_peak,predictions_count,ground_truth_count,true_positives,false_positives,false_negatives,precision,recall,f1,path,parent_name,grandparent_name,grandparent_path,English,Flipped,samples_per_gloss,windowsize_ms,step_ms,cbt,prominence,heightmult,gloss_label_count
TOTAL,89.98451690673828,89.98451690673828,89.98451690673828,1,6,0,1,6,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/SILVER/all_scores_SILVER_peaks_eval_stats_filtered.csv,SILVER,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
GOD,88.75176391601562,87.0190559387207,85.28634796142578,2,0,0,2,0,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/GOD_MAN/all_scores_GOD_MAN_peaks_eval_stats_filtered.csv,GOD_MAN,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,2
MAN,93.70851593017578,89.41673736572265,85.12495880126953,2,11,2,0,9,1.0,0.1818,0.3077,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/GOD_MAN/all_scores_GOD_MAN_peaks_eval_stats_filtered.csv,GOD_MAN,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,2
TOTAL,93.70851593017578,88.21789665222167,85.12495880126953,4,11,2,2,9,0.5,0.1818,0.2667,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/GOD_MAN/all_scores_GOD_MAN_peaks_eval_stats_filtered.csv,GOD_MAN,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,2
SON,90.86607208251954,90.86607208251954,90.86607208251954,1,4,0,1,4,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/SON/all_scores_SON_peaks_eval_stats_filtered.csv,SON,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
TOTAL,90.86607208251954,90.86607208251954,90.86607208251954,1,4,0,1,4,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/SON/all_scores_SON_peaks_eval_stats_filtered.csv,SON,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
PEOPLE,95.6564483642578,92.0205535888672,87.08899688720703,4,19,4,0,15,1.0,0.2105,0.3478,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/PEOPLE/all_scores_PEOPLE_peaks_eval_stats_filtered.csv,PEOPLE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
TOTAL,95.6564483642578,92.0205535888672,87.08899688720703,4,19,4,0,15,1.0,0.2105,0.3478,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/PEOPLE/all_scores_PEOPLE_peaks_eval_stats_filtered.csv,PEOPLE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
HIDE,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/HIDE/all_scores_HIDE_peaks_eval_stats_filtered.csv,HIDE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
TOTAL,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/HIDE/all_scores_HIDE_peaks_eval_stats_filtered.csv,HIDE,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
SELECT,84.51710052490235,84.51710052490235,84.51710052490235,1,1,0,1,1,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/SELECT/all_scores_SELECT_peaks_eval_stats_filtered.csv,SELECT,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
TOTAL,84.51710052490235,84.51710052490235,84.51710052490235,1,1,0,1,1,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/SELECT/all_scores_SELECT_peaks_eval_stats_filtered.csv,SELECT,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
BURN,90.33989715576172,90.33989715576172,90.33989715576172,1,2,0,1,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BURN/all_scores_BURN_peaks_eval_stats_filtered.csv,BURN,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
TOTAL,90.33989715576172,90.33989715576172,90.33989715576172,1,2,0,1,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish/BURN/all_scores_BURN_peaks_eval_stats_filtered.csv,BURN,prominence_1.0_heightmult_1.2_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.2_NoEnglish,False,True,5,3000,1500,,1.0,1.2,1
TROUBLE,,,,0,4,0,0,4,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/TROUBLE/all_scores_TROUBLE_peaks_eval_stats_filtered.csv,TROUBLE,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,1
TOTAL,,,,0,4,0,0,4,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/TROUBLE/all_scores_TROUBLE_peaks_eval_stats_filtered.csv,TROUBLE,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,1
ISRAEL,,,,0,27,0,0,27,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/ISRAEL/all_scores_ISRAEL_peaks_eval_stats_filtered.csv,ISRAEL,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,1
TOTAL,,,,0,27,0,0,27,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/ISRAEL/all_scores_ISRAEL_peaks_eval_stats_filtered.csv,ISRAEL,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,1
FAMILY,99.70138092041016,97.75856628417968,96.60875701904295,3,14,2,1,12,0.6667,0.1429,0.2353,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/FAMILY/all_scores_FAMILY_peaks_eval_stats_filtered.csv,FAMILY,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,1
TOTAL,99.70138092041016,97.75856628417968,96.60875701904295,3,14,2,1,12,0.6667,0.1429,0.2353,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/FAMILY/all_scores_FAMILY_peaks_eval_stats_filtered.csv,FAMILY,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,1
ENEMY,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/ENEMY/all_scores_ENEMY_peaks_eval_stats_filtered.csv,ENEMY,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,1
TOTAL,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/ENEMY/all_scores_ENEMY_peaks_eval_stats_filtered.csv,ENEMY,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,1
BRING,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/BRING/all_scores_BRING_peaks_eval_stats_filtered.csv,BRING,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,1
TOTAL,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/BRING/all_scores_BRING_peaks_eval_stats_filtered.csv,BRING,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,1
MAN,93.70851593017578,93.70851593017578,93.70851593017578,1,11,1,0,10,1.0,0.0909,0.1667,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/MAN/all_scores_MAN_peaks_eval_stats_filtered.csv,MAN,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,1
TOTAL,93.70851593017578,93.70851593017578,93.70851593017578,1,11,1,0,10,1.0,0.0909,0.1667,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/MAN/all_scores_MAN_peaks_eval_stats_filtered.csv,MAN,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,1
COME,,,,0,20,0,0,20,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/COME/all_scores_COME_peaks_eval_stats_filtered.csv,COME,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,1
TOTAL,,,,0,20,0,0,20,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/COME/all_scores_COME_peaks_eval_stats_filtered.csv,COME,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,1
TENT,,,,0,5,0,0,5,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/TENT/all_scores_TENT_peaks_eval_stats_filtered.csv,TENT,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,1
TOTAL,,,,0,5,0,0,5,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/TENT/all_scores_TENT_peaks_eval_stats_filtered.csv,TENT,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,1
BAR,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/BAR/all_scores_BAR_peaks_eval_stats_filtered.csv,BAR,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,1
TOTAL,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/BAR/all_scores_BAR_peaks_eval_stats_filtered.csv,BAR,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,1
BAR,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,16
BRING,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,16
BURN,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,16
COME,,,,0,20,0,0,20,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,16
ENEMY,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,16
FAMILY,99.70138092041016,97.75856628417968,96.60875701904295,3,14,2,1,12,0.6667,0.1429,0.2353,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,16
HIDE,,,,0,2,0,0,2,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_GOD_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_1.3_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize3000_step1500/cbt_033_flipped/seg_idx9999/peaks/prominence_1.0_heightmult_1.3_NoEnglish,False,True,5,3000,1500,,1.0,1.3,16
